"fid","tid","d","wtot","wcr","wpt","wac","etot","ecr","ept","eac"
246,109,13.7,12,9,0,0,9,9,0,0
158,109,15.7,9,0,0,0,0,0,0,0
2014,109,6.8,27,24,0,0,12,9,0,0
365,109,14.1,6,0,0,0,6,6,0,0
248,109,7.9,33,27,0,0,21,15,6,0
258,109,4.9,33,24,9,0,30,21,9,0
203,109,11.4,27,21,0,0,18,12,0,0
221,109,14,9,9,0,0,9,9,0,0
138,109,15.7,6,6,0,0,0,0,0,0
263,109,15.7,15,12,0,0,6,6,0,0
110,109,8.4,30,18,6,0,27,18,0,0
210,109,18.6,6,6,0,0,0,0,0,0
162,109,10.3,39,33,0,0,18,15,0,0
2025,109,18.7,6,6,0,0,0,0,0,0
217,109,14.4,66,54,6,0,36,33,0,0
288,109,17.9,18,12,0,0,6,0,0,0
153,109,10.5,60,57,0,0,30,27,0,0
316,109,16.2,6,6,0,0,0,0,0,0
230,109,8.5,27,24,0,0,27,21,0,0
260,109,1.5,153,141,0,9,207,159,15,30
211,109,10,21,18,0,0,15,9,0,0
259,109,18.6,9,0,0,0,0,0,0,0
2012,109,17.6,33,27,0,0,9,6,0,0
255,109,5.4,36,27,6,0,42,21,18,0
193,109,1.7,108,90,12,0,84,51,21,0
201,109,26,0,0,0,0,12,9,0,0
459,109,22.4,9,6,0,0,6,0,0,0
290,109,15.1,18,12,0,0,0,0,0,0
168,109,5.8,57,39,12,0,39,33,0,0
2013,109,11.2,36,30,0,0,9,6,0,0
208,109,11,24,18,0,0,24,21,0,0
238,109,11.4,6,0,0,0,6,0,0,0
99,109,37.9,9,9,0,0,12,0,0,0
177,109,16.1,6,6,0,0,6,0,0,0
39,109,14.3,6,0,0,0,0,0,0,0
125,109,23.2,18,15,0,0,6,0,0,0
550,109,35.6,0,0,0,0,9,6,0,0
359,109,21,9,9,0,0,0,0,0,0
2031,109,18.6,12,9,0,0,0,0,0,0
383,109,17.3,6,6,0,0,0,0,0,0
456,109,22.4,6,0,0,0,0,0,0,0
348,109,24.5,0,0,0,0,6,0,0,0
157,109,14.1,9,0,0,0,6,0,0,0
232,109,4.1,30,21,0,0,24,18,9,0
239,109,17.6,12,12,0,0,0,0,0,0
520,109,28.4,6,0,0,0,9,0,0,0
278,109,16.5,15,12,0,0,12,9,0,0
247,109,3.5,60,54,0,0,45,33,6,0
165,109,5,36,27,0,0,36,27,0,0
245,109,3.7,129,120,9,0,78,63,15,0
272,109,4.2,54,39,6,0,39,18,15,0
363,109,17,9,6,0,0,0,0,0,0
107,109,34.2,18,15,0,0,12,6,0,0
155,109,8.8,9,6,0,0,0,0,0,0
191,109,19.8,6,0,0,0,0,0,0,0
222,109,15.2,0,0,0,0,6,0,0,0
305,109,12.7,24,21,0,0,12,9,0,0
205,109,2,117,93,9,15,84,63,18,0
126,109,17,12,12,0,0,12,6,0,0
371,109,15.3,6,0,0,0,0,0,0,0
277,109,15.7,18,15,0,0,6,0,0,0
333,109,12,9,9,0,0,0,0,0,0
231,109,3.9,57,51,0,0,24,21,0,0
302,109,22.8,0,0,0,0,6,0,0,0
172,109,11.3,30,30,0,0,21,12,0,0
199,109,7.5,9,6,0,0,0,0,0,0
266,109,13.1,24,18,0,0,21,15,0,0
2015,109,17.3,21,21,0,0,15,9,0,0
523,109,31.5,6,0,0,0,0,0,0,0
332,109,15.4,9,6,0,0,0,0,0,0
148,109,14.2,12,0,0,0,6,0,0,0
295,109,20.4,6,0,0,0,0,0,0,0
279,109,19.4,6,0,0,0,6,0,0,0
226,109,15.1,15,0,6,0,9,0,6,0
336,109,17,9,9,0,0,0,0,0,0
394,109,18.8,6,0,0,0,0,0,0,0
249,109,10.4,21,12,0,0,15,12,0,0
223,109,8.5,12,12,0,0,6,0,0,0
209,109,11.7,21,21,0,0,18,18,0,0
274,109,11.3,21,15,0,0,12,9,0,0
100,109,36,18,9,0,0,21,12,0,0
319,109,21.9,9,6,0,0,6,6,0,0
425,109,19.9,9,6,0,0,0,0,0,0
360,109,20.7,6,0,0,0,0,0,0,0
111,109,14.6,6,0,0,0,12,6,0,0
412,109,17.8,9,9,0,0,0,0,0,0
170,109,38.1,6,6,0,0,6,6,0,0
287,109,21.7,9,9,0,0,0,0,0,0
537,109,33.4,9,0,0,0,0,0,0,0
180,109,11.7,45,36,0,0,15,15,0,0
167,109,3.8,54,39,6,0,33,18,12,0
228,109,2.3,111,99,6,0,162,120,30,6
399,109,20.1,6,0,0,0,0,0,0,0
377,109,16.8,12,6,0,0,6,6,0,0
251,109,14.3,12,9,0,0,0,0,0,0
104,109,43,0,0,0,0,6,0,0,0
281,109,6.4,30,21,6,0,24,15,6,0
264,109,4.2,33,27,0,0,21,21,0,0
301,109,23,12,6,0,0,0,0,0,0
130,109,12.8,15,15,0,0,12,9,0,0
267,109,12.9,9,9,0,0,0,0,0,0
315,109,10.1,9,6,0,0,0,0,0,0
2027,109,19.2,6,6,0,0,9,0,0,0
429,109,21.8,6,0,0,0,0,0,0,0
234,109,14.6,6,0,0,0,6,0,0,0
132,109,1.2,120,84,9,18,168,75,9,78
131,109,10.2,24,18,0,0,18,12,0,0
135,109,17,9,6,0,0,6,0,0,0
124,109,20.4,12,9,0,0,9,0,0,0
101,109,53,12,12,0,0,18,9,9,0
236,109,6.2,45,30,12,0,24,12,9,0
306,109,4.7,54,39,6,0,36,21,9,0
444,109,23.8,6,0,0,0,0,0,0,0
105,109,29.7,36,27,0,0,12,12,0,0
262,109,4.1,42,36,0,0,18,12,0,0
250,109,14.8,9,9,0,0,0,0,0,0
327,109,18.3,6,0,0,0,9,9,0,0
122,109,24.1,27,24,0,0,15,12,0,0
485,109,28.9,0,0,0,0,6,6,0,0
184,109,15.2,6,6,0,0,6,6,0,0
311,109,8.7,45,42,0,0,18,12,0,0
147,109,2.1,93,63,9,9,180,75,24,69
280,109,8,42,33,6,0,18,15,0,0
200,109,4.7,48,45,0,0,57,39,21,0
331,109,16.3,6,0,0,0,0,0,0,0
339,109,10.3,18,12,0,0,15,12,0,0
174,109,3,27,21,0,0,15,9,0,0
581,109,40.6,0,0,0,0,6,0,0,0
206,109,14.2,48,42,0,0,18,9,0,0
2029,109,9.7,18,18,0,0,12,6,0,0
312,109,9,36,24,9,0,9,0,0,0
254,109,3.4,75,63,9,0,81,48,33,0
2026,109,8,45,39,0,0,21,15,0,0
196,109,10,33,30,0,0,21,18,6,0
374,109,22.9,0,0,0,0,6,0,0,0
119,109,15.9,9,6,0,0,9,0,0,0
293,109,5.3,33,27,0,0,21,9,0,0
2019,109,3.5,111,105,0,0,141,96,33,6
207,109,3.3,60,51,0,0,42,33,0,0
152,109,13.7,42,33,0,0,24,21,0,0
257,109,5.8,60,54,0,0,66,24,39,0
321,109,19.8,9,6,0,0,0,0,0,0
219,109,16.3,15,6,0,0,0,0,0,0
154,109,8.3,12,6,0,0,9,9,0,0
417,109,20.8,9,6,0,0,6,6,0,0
150,109,13.2,54,45,0,0,30,18,6,0
139,109,16.9,9,9,0,0,0,0,0,0
265,109,4.3,45,33,6,0,27,18,9,0
103,109,35.2,18,15,0,0,15,9,0,0
269,109,17.2,12,9,0,0,0,0,0,0
225,109,6.6,42,24,12,0,36,24,12,0
120,109,18.4,6,0,0,0,0,0,0,0
318,109,7.4,27,21,0,0,12,12,0,0
145,109,15.7,18,18,0,0,12,6,0,0
127,109,22.2,9,9,0,0,9,6,0,0
2011,109,20.3,21,18,0,0,9,9,0,0
443,109,20.4,0,0,0,0,6,6,0,0
273,109,6.2,45,36,0,0,33,30,0,0
149,109,16.5,51,48,0,0,36,30,0,0
379,109,20.3,6,0,0,0,0,0,0,0
326,109,5.8,48,45,0,0,33,24,0,0
186,109,3.8,60,42,0,0,36,33,0,0
338,109,18.6,9,6,0,0,6,0,0,0
183,109,12.3,42,36,0,0,18,15,0,0
282,109,6.9,18,15,0,0,18,15,0,0
2041,109,20.4,0,0,0,0,6,0,0,0
108,109,11.9,6,6,0,0,0,0,0,0
224,109,7.3,33,21,0,0,15,12,0,0
156,109,13,6,0,0,0,0,0,0,0
296,109,18.3,12,12,0,0,9,9,0,0
178,109,13.6,54,42,9,0,27,24,0,0
237,109,8.6,15,9,0,0,15,12,0,0
297,109,19.5,12,9,0,0,9,6,0,0
146,109,4.3,99,84,9,0,48,42,0,0
261,109,3,81,69,0,0,48,36,12,0
284,109,14.4,24,21,0,0,9,6,0,0
2024,109,5.2,30,27,0,0,30,21,0,0
113,109,36.7,0,0,0,0,9,6,0,0
129,109,15.2,30,24,0,0,21,12,0,0
328,109,18.6,9,9,0,0,0,0,0,0
2017,109,1.3,69,42,6,15,63,39,21,0
357,109,18,12,12,0,0,9,9,0,0
128,109,17.8,12,9,0,0,15,9,0,0
102,109,2.2,21,15,0,0,15,9,0,0
151,109,10,24,21,0,0,12,9,0,0
233,109,9.2,18,12,0,0,12,9,0,0
362,109,18.6,12,6,0,0,6,6,0,0
342,109,21.6,6,0,0,0,6,0,0,0
198,109,5.5,111,96,9,0,69,57,9,0
144,109,15.4,27,24,0,0,15,12,0,0
304,109,7.7,33,30,0,0,30,21,6,0
182,109,11.8,33,30,0,0,9,9,0,0
386,109,19.5,6,6,0,0,0,0,0,0
396,109,21,0,0,0,0,9,9,0,0
163,109,13,9,9,0,0,12,9,0,0
214,109,26.9,9,6,0,0,12,6,0,0
544,109,30.4,0,0,0,0,9,6,0,0
204,109,14,24,21,0,0,15,15,0,0
2021,109,4.9,33,30,0,0,51,30,15,0
351,109,25,0,0,0,0,6,6,0,0
181,109,6.9,24,18,0,0,12,9,0,0
164,109,5.5,72,69,0,0,45,33,6,0
491,109,30.5,0,0,0,0,6,6,0,0
2036,109,18.5,12,9,0,0,0,0,0,0
330,109,18.9,9,9,0,0,0,0,0,0
294,109,6,39,30,0,0,24,12,9,0
356,109,11.6,18,12,0,0,12,9,0,0
310,109,8.8,24,15,0,0,12,6,0,0
308,109,7.2,33,30,6,0,18,12,0,0
419,109,22.2,9,0,0,0,6,0,0,0
353,109,21.5,15,15,0,0,0,0,0,0
218,109,4.3,57,42,0,0,39,36,0,0
197,109,17.5,6,0,0,0,0,0,0,0
382,109,17.9,6,0,0,0,0,0,0,0
355,109,17.2,0,0,0,0,9,0,0,0
253,109,4.2,66,60,0,0,114,72,39,0
298,109,17.7,0,0,0,0,6,6,0,0
392,109,21.6,9,6,0,0,0,0,0,0
112,109,50,6,0,0,0,0,0,0,0
2018,109,2.4,126,111,0,0,81,54,24,0
244,109,25.4,0,0,0,0,6,0,0,0
388,109,19.4,6,0,0,0,0,0,0,0
337,109,14.5,9,0,0,0,12,0,9,0
243,109,17.9,12,12,0,0,0,0,0,0
292,109,21.3,9,9,0,0,0,0,0,0
285,109,13.7,9,6,0,0,9,9,0,0
189,109,14.8,0,0,0,0,6,0,0,0
309,109,6.8,45,30,9,0,33,18,12,0
381,109,21.6,6,6,0,0,0,0,0,0
193,260,3,6,0,0,0,0,0,0,0
310,132,7.7,6,6,0,0,0,0,0,0
193,132,1.5,6,6,0,0,27,27,0,0
2019,132,2.8,21,15,0,0,30,24,0,0
2014,132,8,0,0,0,0,9,6,0,0
262,132,3.2,6,0,0,0,0,0,0,0
224,132,6.1,6,6,0,0,0,0,0,0
273,132,5.2,9,9,0,0,6,0,0,0
2023,132,3.3,6,0,0,0,0,0,0,0
225,132,5.3,6,0,0,0,0,0,0,0
170,132,39,0,0,0,0,6,0,0,0
245,132,4.6,9,9,0,0,0,0,0,0
165,132,5.9,0,0,0,0,12,9,0,0
209,132,10.9,0,0,0,0,6,0,0,0
264,132,3.9,6,0,0,0,15,9,0,0
253,132,3.3,6,6,0,0,15,12,0,0
131,132,9.8,6,6,0,0,0,0,0,0
272,132,3,9,6,0,0,0,0,0,0
231,132,3.3,0,0,0,0,9,6,0,0
265,132,3.5,0,0,0,0,6,0,0,0
186,132,3.8,9,6,0,0,0,0,0,0
2017,132,2,0,0,0,0,15,12,0,0
2021,132,3.9,0,0,0,0,9,9,0,0
146,132,4.7,9,6,0,0,15,9,0,0
309,132,5.6,12,12,0,0,6,0,0,0
228,132,3.3,9,9,0,0,24,21,0,0
217,132,15.6,9,9,0,0,12,12,0,0
151,132,11.1,0,0,0,0,6,0,0,0
201,132,26.2,0,0,0,0,9,0,9,0
218,132,5.5,9,0,0,0,27,24,0,0
257,132,5,9,9,0,0,27,15,6,0
2013,132,12.4,6,0,0,0,0,0,0,0
196,132,8.8,0,0,0,0,6,0,0,0
261,132,3,6,0,0,0,6,0,0,0
247,132,2.2,6,0,0,0,0,0,0,0
230,132,7.7,9,6,0,0,9,0,0,0
260,132,2.7,15,12,0,0,24,24,0,0
223,132,8.6,0,0,0,0,21,15,0,0
198,132,6.1,12,9,0,0,6,0,0,0
145,132,16.9,6,0,0,0,0,0,0,0
208,132,10.3,0,0,0,0,6,0,0,0
105,132,30.9,0,0,0,0,9,0,6,0
200,132,4.6,0,0,0,0,24,12,9,0
229,132,5,12,6,0,0,0,0,0,0
150,132,14.5,0,0,0,0,15,9,0,0
183,132,13.4,6,0,0,0,0,0,0,0
207,132,3,0,0,0,0,9,6,0,0
162,132,11.6,0,0,0,0,6,6,0,0
172,132,11.4,0,0,0,0,9,0,6,0
2018,132,2.6,12,9,0,0,15,15,0,0
147,132,2,9,0,0,0,9,9,0,0
164,132,6.2,9,9,0,0,15,9,9,0
205,132,2.7,12,9,0,0,0,0,0,0
306,132,3.5,9,9,0,0,6,6,0,0
254,132,2.1,12,9,0,0,0,0,0,0
153,132,11.5,9,0,0,0,0,0,0,0
305,147,12.7,0,0,0,0,21,0,12,0
208,147,8.9,6,6,0,0,24,15,9,0
143,147,14.8,6,6,0,0,9,6,0,0
214,147,24.9,0,0,0,0,9,0,0,0
283,147,12.1,0,0,0,0,33,9,18,0
207,147,4.9,9,9,0,0,15,0,0,0
243,147,15.9,0,0,0,0,6,0,0,0
156,147,12.8,0,0,0,0,27,0,24,0
355,147,16.1,0,0,0,0,9,0,0,0
2023,147,4.3,9,6,0,0,18,9,0,0
247,147,2.8,12,12,0,0,75,39,27,0
245,147,5.8,12,12,0,0,0,0,0,0
299,147,13.6,0,0,0,0,9,0,0,0
280,147,6.8,6,6,0,0,6,0,0,0
126,147,15.8,0,0,0,0,15,12,6,0
2013,147,12.6,6,6,0,0,9,6,0,0
180,147,13.7,0,0,0,0,15,6,0,0
2017,147,3.4,0,0,0,0,6,0,0,0
167,147,5.8,9,9,0,0,9,9,0,0
211,147,9.1,0,0,0,0,21,0,12,0
257,147,3.8,12,12,0,0,159,45,114,0
336,147,15.2,0,0,0,0,6,0,0,0
337,147,13.7,0,0,0,0,9,0,0,0
165,147,7,6,6,0,0,21,12,0,0
163,147,14.5,6,0,0,0,6,0,0,0
261,147,4.8,6,6,0,0,15,9,0,0
263,147,13.8,0,0,0,0,9,6,0,0
310,147,7.3,0,0,0,0,12,9,0,0
327,147,16.3,0,0,0,0,9,0,0,0
274,147,11.4,0,0,0,0,6,0,0,0
357,147,16.4,0,0,0,0,12,6,0,0
149,147,17.8,6,0,0,0,9,9,0,0
331,147,15,0,0,0,0,27,9,0,15
231,147,5.2,0,0,0,0,9,6,0,0
414,147,21.6,0,0,0,0,6,6,0,0
222,147,14.5,0,0,0,0,6,0,0,0
393,147,21.1,0,0,0,0,6,6,0,0
304,147,7.3,0,0,0,0,6,0,0,0
251,147,12.4,0,0,0,0,12,0,0,0
270,147,20.1,0,0,0,0,12,0,0,0
225,147,5.9,12,9,0,0,9,0,0,0
287,147,19.9,0,0,0,0,6,0,0,0
282,147,7.3,0,0,0,0,9,0,6,0
130,147,10.8,0,0,0,0,12,6,0,0
272,147,4.3,9,6,0,0,12,0,0,0
277,147,13.6,0,0,0,0,6,0,0,0
193,147,3.4,9,6,0,0,42,33,0,0
291,147,14.3,0,0,0,0,9,9,0,0
2040,147,21.4,0,0,0,0,6,6,0,0
246,147,13.6,0,0,0,0,30,0,24,0
2031,147,17,0,0,0,0,12,12,0,0
253,147,2.5,18,15,0,0,138,72,57,0
348,147,22.8,0,0,0,0,6,0,0,0
363,147,16.2,0,0,0,0,6,0,0,0
168,147,6,9,9,0,0,12,6,0,0
210,147,16.5,0,0,0,0,6,0,0,0
223,147,6.6,0,0,0,0,27,9,12,0
236,147,5.3,6,0,0,0,9,0,0,0
343,147,17,0,0,0,0,12,9,0,0
2014,147,8.5,0,0,0,0,21,12,0,0
360,147,19.2,0,0,0,0,6,0,0,0
423,147,30,0,0,0,0,6,0,0,0
260,147,2.7,27,24,0,0,171,129,36,0
297,147,17.5,0,0,0,0,9,6,0,0
124,147,19.7,0,0,0,0,9,0,0,0
279,147,18,0,0,0,0,18,12,0,0
2035,147,17.2,0,0,0,0,9,6,0,0
318,147,5.8,0,0,0,0,9,6,0,0
199,147,7.9,0,0,0,0,18,0,9,0
2019,147,1.6,24,15,0,0,258,165,9,78
273,147,6.9,6,6,0,0,39,21,15,0
250,147,13.7,0,0,0,0,9,0,0,0
171,147,15.7,0,0,0,0,15,0,0,12
332,147,14.1,0,0,0,0,18,9,0,0
102,147,2.5,0,0,0,0,18,12,0,6
319,147,20.4,0,0,0,0,9,0,0,0
309,147,5.8,6,6,0,0,12,6,0,0
285,147,11.7,0,0,0,0,12,0,6,0
110,147,8.4,0,0,0,0,15,0,6,0
392,147,20.5,0,0,0,0,6,0,0,0
378,147,18.7,0,0,0,0,6,0,0,0
339,147,10.3,0,0,0,0,15,0,9,0
195,147,17.5,6,6,0,0,0,0,0,0
323,147,11.7,0,0,0,0,9,0,0,0
255,147,5,6,0,0,0,9,0,0,0
248,147,7.3,0,0,0,0,6,0,0,0
443,147,19.6,0,0,0,0,9,0,0,0
2033,147,18,0,0,0,0,15,12,0,0
104,147,44.4,0,0,0,0,12,0,6,0
2024,147,6.2,0,0,0,0,39,15,21,0
109,147,2.1,0,0,0,0,12,9,0,0
181,147,7,0,0,0,0,9,0,0,0
188,147,13.5,0,0,0,0,9,0,0,0
278,147,14.5,0,0,0,0,6,0,0,0
228,147,4.3,6,0,0,0,36,30,0,0
209,147,9.6,0,0,0,0,9,0,0,0
2034,147,17.3,0,0,0,0,6,0,0,0
364,147,15.7,0,0,0,0,6,0,0,0
290,147,13.1,6,0,0,0,0,0,0,0
166,147,5.1,12,12,0,0,12,9,0,0
111,147,14,0,0,0,0,6,0,0,0
306,147,3.9,9,9,0,0,24,12,6,0
106,147,42.7,0,0,0,0,6,0,0,0
178,147,15.1,0,0,0,0,6,0,0,0
183,147,14,6,0,0,0,0,0,0,0
198,147,7.6,9,9,0,0,21,9,0,0
132,147,2,21,18,0,0,180,93,0,81
356,147,11.4,0,0,0,0,6,0,0,0
200,147,2.6,15,9,0,0,93,45,48,0
411,147,19.9,0,0,0,0,6,0,0,0
308,147,5.7,0,0,0,0,18,12,0,0
122,147,23.8,0,0,0,0,12,9,0,0
266,147,11,0,0,0,0,12,0,0,0
230,147,6.6,6,0,0,0,24,9,6,0
175,147,14.9,0,0,0,0,9,0,0,0
187,147,13.1,0,0,0,0,12,0,0,0
312,147,8.1,6,0,0,0,0,0,0,0
538,147,30.7,0,0,0,0,6,0,0,0
151,147,10,0,0,0,0,12,0,0,0
219,147,15.1,0,0,0,0,6,0,0,0
431,147,20.3,0,0,0,0,6,0,0,0
2039,147,19.4,0,0,0,0,6,0,0,0
2030,147,18.5,0,0,0,0,12,9,0,0
186,147,5.7,0,0,0,0,21,6,6,0
2026,147,7.2,0,0,0,0,6,0,0,0
314,147,14.3,0,0,0,0,6,0,0,0
382,147,16.6,0,0,0,0,12,0,0,0
164,147,4.5,9,9,0,0,78,42,36,0
206,147,16.3,0,0,0,0,6,0,0,0
217,147,15.6,0,0,0,0,15,12,0,0
239,147,15.8,0,0,0,0,9,6,0,0
119,147,15.1,0,0,0,0,9,0,0,0
218,147,5.1,9,9,0,0,36,18,12,0
320,147,15.7,0,0,0,0,6,0,0,0
258,147,5.5,0,0,0,0,6,0,0,0
288,147,16.4,0,0,0,0,12,0,0,0
335,147,17.1,0,0,0,0,18,0,0,0
293,147,4.1,0,0,0,0,12,0,0,0
371,147,14.4,0,0,0,0,9,6,0,0
128,147,15.8,0,0,0,0,12,6,0,0
176,147,10.4,0,0,0,0,15,0,6,0
205,147,4.1,6,0,0,0,21,12,0,0
154,147,8.6,0,0,0,0,9,0,6,0
201,147,24.2,0,0,0,0,6,0,0,0
361,147,19.9,0,0,0,0,9,6,0,0
2021,147,3.4,0,0,0,0,69,33,30,0
311,147,7.5,6,0,0,0,12,0,0,0
150,147,14.4,0,0,0,0,12,9,0,0
315,147,10.2,0,0,0,0,36,0,27,0
407,147,19.6,0,0,0,0,6,0,0,0
129,147,13.3,0,0,0,0,18,0,12,0
262,147,4.9,12,6,0,0,0,0,0,0
179,147,13.3,9,9,0,0,0,0,0,0
350,147,31,0,0,0,0,6,0,0,0
172,147,9.5,0,0,0,0,27,9,12,0
2036,147,17.4,0,0,0,0,6,0,0,0
388,147,18.4,0,0,0,0,6,0,0,0
418,147,20.7,0,0,0,0,9,9,0,0
399,147,18.7,0,0,0,0,9,0,0,0
379,147,19.2,0,0,0,0,12,6,0,0
265,147,5.4,9,6,0,0,12,0,0,0
264,147,5.8,0,0,0,0,15,6,0,0
417,147,19.5,0,0,0,0,9,0,0,0
366,147,12.8,0,0,0,0,15,0,12,0
268,147,16.1,0,0,0,0,12,0,0,0
377,147,15.3,0,0,0,0,24,6,0,15
105,147,30.8,0,0,0,0,12,0,0,0
372,147,13.8,0,0,0,0,9,0,0,0
349,147,19.1,0,0,0,0,6,0,0,0
146,147,6.4,9,9,0,0,12,9,0,0
281,147,6,9,9,0,0,6,0,0,0
415,147,17.8,0,0,0,0,9,0,0,0
2018,147,4.3,6,6,0,0,18,12,0,0
342,147,19.8,0,0,0,0,6,6,0,0
294,147,4.7,0,0,0,0,18,12,6,0
324,147,14.2,0,0,0,0,6,0,0,0
325,147,12.2,0,0,0,0,18,0,12,0
365,147,14.1,0,0,0,0,30,0,27,0
362,147,17.2,0,0,0,0,15,9,0,0
229,147,6.5,6,6,0,0,15,9,0,0
533,147,29.6,0,0,0,0,6,0,0,0
204,147,16,0,0,0,0,6,0,0,0
254,147,3.3,9,9,0,0,120,51,60,0
224,147,5.9,9,6,0,0,6,0,0,0
196,147,8.8,0,0,0,0,9,0,6,0
386,147,18.7,0,0,0,0,9,0,6,0
162,147,11.2,0,0,0,0,21,15,0,0
131,147,8.1,9,9,0,0,48,18,30,0
153,147,12.3,9,9,0,0,6,0,0,0
2027,147,17.2,0,0,0,0,12,0,0,0
1852,1871,2.4,33,18,0,0,0,0,0,0
1866,1871,4.2,18,12,0,0,0,0,0,0
1854,1871,8.9,15,9,0,0,0,0,0,0
1872,1871,10.3,12,9,0,0,0,0,0,0
1853,1871,3.5,18,9,0,0,0,0,0,0
1869,1871,5.7,18,18,0,0,0,0,0,0
1484,1496,0.9,12,9,0,0,0,0,0,0
1482,1496,2.2,18,18,0,0,0,0,0,0
1495,1496,3.6,9,0,0,0,0,0,0,0
1481,1496,4.8,6,9,0,0,0,0,0,0
2108,1496,1.9,9,9,0,0,0,0,0,0
1485,1496,1.2,9,6,0,0,0,0,0,0
1858,1849,34.5,36,30,0,0,0,0,0,0
1862,1849,33.9,72,69,0,0,39,9,24,6
1861,1849,49.6,15,12,0,0,0,0,0,0
1863,1849,37.8,45,45,0,0,12,0,0,6
1848,1849,7.7,147,138,0,0,57,15,36,0
1845,1849,26.4,42,36,0,0,0,0,0,0
1850,1849,1.5,483,381,0,105,243,111,0,129
1847,1849,11.7,63,60,0,0,60,30,30,0
1860,1849,6.3,273,261,0,6,204,105,93,0
1846,1849,27.1,48,45,0,0,0,0,0,0
1863,1850,36.9,42,39,0,0,6,0,0,0
1848,1850,7.8,51,51,0,0,6,0,0,0
1845,1850,26.4,21,18,0,0,0,0,0,0
1849,1850,1.5,168,123,0,42,72,45,0,27
1847,1850,10.3,57,51,0,0,9,6,0,0
1858,1850,35.2,18,21,0,0,0,0,0,0
1860,1850,7.7,90,81,0,0,42,42,0,0
1846,1850,27.3,27,18,0,0,0,0,0,0
1862,1850,35.4,18,15,0,0,12,12,0,0
562,573,1.9,0,0,0,0,6,6,0,0
550,573,1.4,6,0,0,0,24,21,0,0
105,114,11,6,0,0,0,0,0,0,0
101,114,24.9,6,0,0,0,0,0,0,0
107,114,4.5,21,18,0,0,0,0,0,0
100,114,9.1,12,6,0,0,0,0,0,0
1306,1292,2,15,12,0,0,6,6,0,0
2094,1292,1.3,30,18,0,0,0,0,0,0
1344,1292,18.4,9,9,0,0,0,0,0,0
1348,1292,6.4,33,27,0,0,15,9,0,0
1317,1292,11.1,15,15,0,0,0,0,0,0
1372,1292,14.4,6,6,0,0,0,0,0,0
1351,1292,11.6,12,9,0,0,0,0,0,0
1368,1292,3.5,48,45,0,0,6,6,0,0
1339,1292,15.6,21,15,0,0,0,0,0,0
1354,1292,7.5,15,15,0,0,0,0,0,0
1334,1292,3,24,15,0,0,6,0,0,0
1380,1292,8.2,36,33,0,0,0,0,0,0
1411,1292,8.6,6,0,0,0,0,0,0,0
1369,1292,3.5,30,24,0,0,0,0,0,0
1373,1292,6.6,15,6,0,0,9,0,6,0
1393,1292,8.7,6,0,0,0,0,0,0,0
1340,1292,25.2,6,0,0,0,0,0,0,0
1349,1292,5,30,18,0,0,6,0,0,0
1377,1292,8.2,36,33,0,0,12,0,6,0
1350,1292,19.9,15,12,0,0,0,0,0,0
1382,1292,7.6,9,6,0,0,0,0,0,0
1405,1292,11.2,9,6,0,0,0,0,0,0
1413,1292,17.5,6,0,0,0,0,0,0,0
1381,1292,5.1,33,30,0,0,12,0,0,0
1379,1292,6,42,36,0,0,12,0,12,0
1295,1292,6.1,6,0,0,0,0,0,0,0
1389,1292,7,12,12,0,0,0,0,0,0
1353,1292,9.8,51,48,0,0,9,6,0,0
1366,1292,2.3,21,21,0,0,0,0,0,0
1375,1292,7.8,18,15,0,0,0,0,0,0
1336,1292,6.2,6,0,0,0,0,0,0,0
1352,1292,4.7,18,6,0,0,0,0,0,0
1297,1292,6.5,12,9,0,0,0,0,0,0
1367,1292,1.3,57,48,0,0,18,15,0,0
1358,1292,3,24,21,0,0,6,0,0,0
1282,1292,38,12,0,0,0,0,0,0,0
1356,1292,8.6,24,18,0,0,0,0,0,0
1347,1292,5.3,6,0,0,0,0,0,0,0
2093,1292,16.6,15,15,0,0,0,0,0,0
1324,1292,1.3,42,39,0,0,6,6,0,0
1410,1292,14.4,9,0,0,0,0,0,0,0
1378,1292,5.3,36,27,0,0,9,6,0,0
1371,1292,9.6,15,15,0,0,0,0,0,0
1329,1292,1.8,27,18,0,0,15,15,0,0
2095,1292,4.8,27,18,0,0,9,0,0,0
1345,1292,16.9,9,6,0,0,0,0,0,0
1285,1292,1.2,12,6,0,0,0,0,0,0
1312,1292,12.9,6,0,0,0,0,0,0,0
1291,1292,11.2,6,0,0,0,0,0,0,0
1370,1292,2.2,12,6,0,0,0,0,0,0
1363,1292,1.2,33,27,0,0,15,15,0,0
1355,1292,21.7,21,21,0,0,0,0,0,0
1361,1292,23.3,15,9,0,0,0,0,0,0
1395,1292,5.8,9,0,0,0,0,0,0,0
1309,1292,14,9,6,0,0,0,0,0,0
1362,1292,7.6,21,15,0,0,0,0,0,0
1388,1292,8.2,6,0,0,0,0,0,0,0
1290,1292,13,6,0,0,0,0,0,0,0
1343,1292,19.8,21,15,0,0,0,0,0,0
1342,1292,17.3,12,9,0,0,0,0,0,0
1280,1292,2.3,12,12,0,0,9,9,0,0
1293,1292,1.2,39,30,0,0,36,33,0,0
1333,1292,13.4,18,15,0,0,0,0,0,0
1327,1292,18.1,6,0,0,0,0,0,0,0
1357,1292,2.4,57,42,0,0,15,0,15,0
